id,rationales_1,rationales_2,rationales_3
3325,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
3346,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;1
3354,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
3365,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
3368,0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3373,0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
3392,0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
3395,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3413,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0,1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0
3414,0;0;0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;1;1;0;0;0;0;0,0;0;0;1;1;1;1;1;0;0;0;0;0
3435,0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
3439,0;0;0;0;0;0;0;1;1,1;1;1;1;1;1;0;1;1,0;0;0;0;0;0;0;1;1
3479,0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3487,0;0;0;0;0;1;1;1;1;0,0;0;0;0;0;1;1;1;1;0,0;0;0;0;0;1;1;1;1;0
3497,1;1;0;0;0;0,1;1;1;1;1;0,1;1;0;0;0;0
3536,1;0,1;0,1;0
3581,1;1;1;1;1;1;1;1;1,1;1;1;1;0;0;0;0;0,1;1;1;1;0;0;0;0;0
3582,0;1;1,1;1;1,1;1;1
3590,1;1;1;0,1;1;1;1,1;1;1;1
3592,0;0;1;1,0;0;1;1,1;1;0;1
3593,1;1;0;0;0;0;0;0;0;0,1;1;0;0;0;0;0;0;0;0,1;1;0;0;0;0;0;0;0;0
3595,1;1;1;1;0;0;0,1;1;1;0;0;0;0,1;1;1;0;0;0;0
3597,1;1;1;1;1;1;1,1;1;1;1;1;1;1,1;1;1;1;1;1;1
3598,1,1,1
3599,0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1,0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1,1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1
3600,1;1,1;1,1;1
3602,1;1;0,1;1;1,1;1;1
3604,0;0;0;0;0;0;0;0;0;1;1;1;1,0;0;0;0;0;1;1;0;0;0;0;1;1,0;0;0;0;0;1;1;0;0;1;1;1;1
3613,0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1,0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
3619,0;0;1;1;1;1;1;0;0;0;0;0,0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;1;1;1;0;0;0;0
3622,1,1,1
3624,1;1;1;1;0,1;1;1;1;1,0;1;1;1;1
3627,1;1;1;0;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0;0
3632,1;1;0;0;0,1;1;0;0;0,1;1;1;1;1
3646,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1
3662,0;1;0;0;0,1;1;0;0;0,1;1;0;0;0
3665,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
3669,0;1;1,1;1;0,1;1;1
3673,0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3674,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
3680,0;1;1;0;0;0;0;0,0;1;1;0;0;0;0;0,1;1;1;0;0;0;0;0
3682,0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;1;1
3685,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
3688,0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3694,1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
3697,0;0;1,0;1;1,1;1;1
3698,0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3699,0;0;0;0;1;1;1;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;1;1;0;0;0;0;0
3700,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3701,0;1;1;1;0,0;1;1;1;0,1;1;1;1;0
3703,0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3712,0;0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;1;1;1;1;1;0
3715,1;1;1;1;0;0;0;0;0;0;0;0;0,1;1;1;1;1;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0
3718,0;0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;1;1,1;1;1;0;0;0;0;0;0;1;1;1
3721,1,1,1
3726,1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
3730,1;1;1;1;1;1;0;0;0;0;0;0;0,0;0;1;1;1;1;0;0;0;0;0;0;0,0;1;1;1;1;1;0;0;0;0;0;0;0
3735,0;0;1;1;1;0;0;0;0;0;0,0;0;1;1;1;0;0;0;0;0;0,0;0;1;1;1;0;0;0;0;0;0
3737,1;0;0,1;0;0,1;0;0
3738,0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3742,1;1;1;1;1;1;0;0,0;0;0;0;0;0;0;0,1;1;1;1;1;1;0;0
3743,1;1;1;1;0;0;0,0;0;0;0;0;1;1,0;1;0;0;0;0;1
3744,0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0
3749,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;1;1;0;0;0;0;0;0;0;0,0;1;0;1;1;1;0;0;0;0;0;0;0;0;0
3754,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3755,0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0,0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
3756,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,1;1;1;1;1;1;1;0;0;0;0;0;1;1;1,0;0;0;1;1;0;0;0;0;0;1;1;0;1;1
3758,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0,0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0
3759,0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1
3760,0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;1;1;1;1;1;1;1
3761,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
3762,1;1;1;1;1;1;1;0;0;0;0;0;0;0;0,0;0;1;1;1;1;1;0;0;1;1;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
3767,0;0;1;1;1;1;1;1;1;1;1;1;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
3769,0;0;0;0;0;1;0;0;0,1;1;1;1;1;1;0;0;0,0;0;0;0;0;1;0;0;0
3770,1;1;1;1;1;1;0;0;0;0;0,1;1;1;1;1;1;0;0;0;0;0,0;0;1;1;0;1;0;0;0;0;0
3771,0;0;0;0;0;1;1;1;1;1;1,0;0;0;0;0;1;1;1;1;1;1,0;0;0;0;1;0;0;0;0;0;0
3773,1;1;1;1;1;0,1;1;1;1;1;1,0;0;1;1;1;0
3779,1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1,0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3784,0;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1
3788,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
3790,0;0;0;0;0;1;1;1;0,1;1;1;1;1;1;1;1;0,0;0;0;0;0;0;0;1;0
3798,0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0
3800,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3802,0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
3810,0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0,1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
3811,0;0;0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3822,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
3825,1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3827,1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
3830,0;0;0;0;0;0;0;1;1;1;1,1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;1;0;0;0
3831,1;1;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0;0
3850,0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;1;0;0;0;0;0;0;0;0;0;0;0;0
3857,0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0,0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3858,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1,1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
3860,0;0;0;0;0;1;1;1;1;1;1;1;1;1,0;0;0;0;0;1;1;1;1;1;1;1;1;1,0;1;1;0;0;0;0;0;0;0;0;0;0;1
3875,0;0;1;1;1;0;0;0;0,1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0
3913,0;0;0;0;0;0;0;1;1;1;1,1;1;1;1;1;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1
3919,1;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1,1;0;0;0;0;0;0;0;0;0;0
3972,1;1;1;0;0;0;0,1;1;1;1;1;1;1,0;0;0;0;1;0;0
3985,1;0,1;1,1;0
3993,0;0;1;1;0;0;0;0;0,1;1;1;1;1;1;1;1;1,0;0;0;1;0;0;0;1;0
4001,0;0;0;1;1,1;1;1;1;1,0;0;1;0;1
4007,0;0;1;1;0,1;1;1;1;1,0;0;1;0;0
4009,1;0,1;1,1;0
4030,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
4031,1;1;1;1;1;0;0,1;1;1;1;1;1;1,0;0;0;0;1;0;0
4032,1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1,1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1,0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
4055,0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
4074,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4083,0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
4084,0;0;0;0;0;0;0;0;0;0;1;1;1;1,0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;1;1;1
4093,0;0;1;1;1;1;1;0;0;0;0;0;0,0;0;0;0;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;1;0;0;0;1;1;1
4101,0;0;1;1;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
4103,1;1;1;1;1;0;0;0;0;0;0;0;0;0,1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;1
4105,0;1,1;1,0;1
4106,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1,0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
4131,0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
4143,0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;1;1;1,0;0;0;0;0;0;0;1;0;0
4158,0;1,1;1,0;1
4164,0;0;0;0;0;0;1;1,1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;1
4166,0;0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;1;1;1;1;1;1;0,0;0;0;0;0;0;0;0;0;1;0;0
4174,1,1,1
4175,0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4182,1;1;0;0,1;1;1;1,1;1;0;0
4188,0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4189,1;1;1;1;1;1,1;1;1;1;1;1,1;1;1;1;1;1
4192,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
4206,1;1;1;1,1;1;1;1,0;0;0;0
4207,0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
4208,0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0,1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;1;1;1,0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
4209,0;1;1,1;1;1,0;0;0
4212,0;0;1;0;0;0;0;0;0;0;0,1;1;1;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0
4217,0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
4227,1;1;1;0;0;0;0;0,1;1;1;1;1;1;1;1,0;0;0;0;0;0;0;0
4236,1;1;1,1;1;1,0;0;1
4244,1;0;0,1;1;1,1;0;0
4246,1;1;1;0,1;1;1;1,0;0;1;0
4256,1;0;0;0,1;1;1;1,1;0;0;0
4288,1;1;1,1;1;1,0;1;0
4305,0;0;0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;1;1;1;1;1;1;1;1;1,0;0;0;0;0;1;0;0;0;0;0;0;0
4307,1;0;0;0;0;0,1;1;1;1;1;1,1;0;0;0;0;0
4355,0;0;0;0;1;1;1;1;0,0;0;0;0;1;1;1;1;0,0;0;0;0;0;0;1;1;0
4365,1;1;1;0,1;1;1;1,1;0;0;0
