id,text,subtask_a,subtask_b,subtask_c
8694,@mimolina_koci respekte..,0,2,3
8695,"@_.julianoo._ mos u ban budall sepse nje qeverie nuk i kërkohen as lek e as pune,por a e din ti se Shqipëria është i vetmi vend ne europe po se po por edhe ne ballkan ku ska as fabrika,as ndërtim,as bujqësi,etj etj...ku do punojnë atehere ata qe duan te punojnë sepse te gjithe sdo punojnë ne zyre",1,0,0
8696,@klejda.1klejda 😘😘,0,2,3
8697,@bledi.rexhmati10 🤣🤣🤣🤣🤣,0,2,3
8698,@xhina_enri3 😠😠,0,2,3
8699,@rovenoula do behet marmita si 6.3 🤣🤣,0,2,3
8700,@ergysfjolla urime,0,2,3
8701,@brikiballiu fiks ne nk na ngrohu vendi jon jo me I botes ku do te shkosh prp me nje sy tjt do te shikojn,0,2,3
8702,@ardianpeposhi gjithsesi ngelet dicka e shpifur,0,2,3
8703,@dayana.pyria po h dil e para n protest ti 😂😂,0,2,3
8704,@iam_disadi 😂😂😂😂😂 zogu,0,2,3
8705,@basha_admir sa i zgjut ky djali😂😂😂🤣🤣,1,0,0
8706,@klea_lea2000 🤣🤣🤣🤣,0,2,3
8707,@eliancuku hhahahahahahahahaha😂😂,0,2,3
8708,@brikena_gena6 kjo as cilësi as sasi😂,1,0,0
8709,@dessada__ te jet njeriu coban vuan me shume nga cdo lloj pun qe ka,0,2,3
8710,@ich_bin_xhulja 😂😂😂,0,2,3
8711,"@roljan_shefa2 ah mo per lider qe ke o vllai Zoti na rujte ne Shqiptareve, se dita dites tu e honger jam te gjithe Shqiptaret pa perjashtim pa dallime politike.",0,2,3
8712,@sibora_xhh 😂😂,0,2,3
8713,@ymaj.afrim 👏👏👏👏👏👏👏,0,2,3
8714,@b_a_b_a_l_e_2 😅,0,2,3
8715,@mucajrisi 🤣🤣,0,2,3
8716,@sigi_al ngele kam nje shok bio si jeto ne londer ta prezantoj letra nuk ka ka rrip guci vetullat si ka bashkim familjar po model nike he si thua ti 🚫🙈☠🤣🤣,0,2,3
8717,@ardiankaca98 😅😅😅😅,0,2,3
8718,@gashi_florian 🤣🤣 jan tu ik me mor nusen,0,2,3
8719,@kosta__1 gjyshi im e harxhon lloto,0,2,3
8720,@xhulioshehu loooot,0,2,3
8721,@ari_xhafaj 😂,0,2,3
8722,@xheralda_dautii  do ket pas troho me vete dhe ka ber der emergjence siper. Haha,0,2,3
8723,@_innaonni_ Shoqja Ina une jam specialiste e midhjes dhe peshkut😂😂😂,0,2,3
8724,@meimanumei amin,0,2,3
8725,@erjon_demalija10 kursimet e vitit 😂😂😂😂😂😂😂,0,2,3
8726,@wezz.meme.al 😂😂😂😂😂😂👑👑👑,0,2,3
8727,"@swordfisharkangel 😂😂😂😂😂😂👌 dashka me rit edhe un pa pun tme kthjellet mendja,😂😂",0,2,3
8728,@geraldohaxhia hahahahahahahahahahahhaha,0,2,3
8729,@flavia_tadeus 👏,0,2,3
8730,@berisha9263 eshte nje kesulkuqe tjeter kjo jo ajo qe njef ti,0,2,3
8731,@alexander__huna  o kushoo seshte e vertete...sepse jam un ne muajin e 5 ne akademi... Dhe sme eshte shkelur e drejta asnje sekont ...,0,2,3
8732,@___moren__ po ca o zmra ti e shikon vet po cmenden njerzit po hidhen na pallati,0,2,3
8733,@arsa_ema ka porosit prap se nuk i kan dal,0,2,3
8734,@rolandmehidri 😵😉,0,2,3
8735,@ronaldo.basha 😂😂,0,2,3
8736,@berisha9263 ajde ta kam rrujt vendin😅,0,2,3
8737,@_semii_._18 un e di aq sa e din dhe ti,0,2,3
8738,@gzim_deda po o deputet ti nga e kuptove?,0,2,3
8739,@wezz.meme.al 😂😂😂😂😂😂😂😂 mami mami ca I ben,0,2,3
8740,@violaponari tu thaft goja idjote 😜🙈,1,0,0
8741,"O joq, po ja fusni cik si pa lidhje, po skeni faj as ju se nga halli e keni.. sa per info, me lirimin e te ndaluarve dhe te arrestuarve meret gjykata o mik, nuk meret policia",0,2,3
8742,@gjaleks loootttt 😂😂😂😂,0,2,3
8743,@____bleona_rico 🤣🤣🤣haet apo pihet? 🤪🤪,0,2,3
8744,@emiliano.otr jo re,0,2,3
8745,"@gaini568  e vertet 👍 , shteti fillon nga familja👍",0,2,3
8746,@muslikafatri 😂😂😂😂,0,2,3
8747,@klinton_ton1 po ket e ka shqiptari 😂😂😂,0,2,3
8748,@ediramaal  bllokoja hyrjen per shqipri @moneybagalbs,0,2,3
8749,@amarilda.cami Po aq di ca ti besh,0,2,3
8750,@djali.mist3rioz po kush i pagun.  Ne i pagujm,0,2,3
8751,😂😂😂😂😂😂😂😂,0,2,3
8752,@aurora_durres albanistani,0,2,3
8753,@lorenco93_,0,2,3
8754,@nike.1988 Bravo 😊😊😊,0,2,3
8755,@anisa_shehu98 🤣,0,2,3
8756,@_alko_47_ 👏,0,2,3
8757,@angela_mjalti Nuk I duhen breket se do I shqyen🤣🤣🤣🤣,1,0,0
8758,@onaona_34 🤣🤣🤣🤣🤣,0,2,3
8759,@shalsievi me lopate,0,2,3
8760,@klevismile_ per je krenar per cfar?,0,2,3
8761,@zhaku.kaloshi 😛👏,0,2,3
8762,@majlindacela3501 patate e embel dhe esht shum e mir,0,2,3
8763,@igem0499 😂😂😂😂,0,2,3
8764,@euranrani 😂😂😂,0,2,3
8765,"@hilajema Ok,heres tjt ashu do e bej",0,2,3
8766,@chiar932 i ke ra pikes👌,0,2,3
8767,@brikena_gena6 po ndoshta je nga gjirokastra,1,0,1
8768,@samanta.snt fiks,0,2,3
8769,@alex_dlp10 normal,0,2,3
8770,@norii___sulaa eshte patate kineze 😝,0,2,3
8771,@ilda_pervjela e paprekshme per ty se smu sm han per 7 mi lek,0,2,3
8772,@taniavogli futja erzeni ime,0,2,3
8773,"@beselidhjashqipetare ne fakt asgje nuk paska bere,duke e cuar vet lopen e nhordhur te  kasapi,sa me krenari e tregon,ca do te thote me kete autori!!!apo se ai sallam mund ti serviret vet ne tavoline,mund te tregonte dicka tjtr qe te shqiptari mos te haje keto mbeturina, por jo kete heroizem.",0,2,3
8774,@elsa_liko 😂😂😋😋😋😋😋,0,2,3
8775,@xhen_mimini 🤣,0,2,3
8776,@sinani.jona  shum e dreit,0,2,3
8777,@faraoni_faraoni te heqin merzitjen😂,0,2,3
8778,@renatotafani o e mori ne Qaf kte Popull i lujti nga trrut . keq Ishim ne .ky e fundosi mo keq gja do e bente mo Mir ky legeni . mo keq e beri,1,0,0
8779,@erald184 Rama Ik😂😂😂,0,2,3
8780,@romina_roel_ po e pash pra...po me kujdes  her tj 😂😂,0,2,3
8781,@arsa_27_ 😂😂,0,2,3
8782,"@faby_fabyana1 mos e shif me ""joker""se behesh agresive 😜",0,2,3
8783,@lindaa6896 fiks kte po mendoja meqe jane te mira pse me i hedh e mos ti haje ai vete n shpi 😁😁,0,2,3
8784,@elizaa_12345 pz un jam ber vegjetarian,0,2,3
8785,@klintkrasniqi Fixx,0,2,3
8786,@dorianbuciza ahahahHahahah😂😂😂😂😂😂😂,0,2,3
8787,@nikugalaktik po mua,0,2,3
8788,@m.marioo.22 @brixhildalanaj1992 fol ti,0,2,3
8789,@edliraedalira patjeter he’s the boss 🙈🙈,0,2,3
8790,@elton.demnushi uauuu bravo cuni ke t ardhme,1,0,0
8791,@suedalona skan fai njerzit aty Po punojsit qe rregullojne thonjet ne orar te punes,0,2,3
8792,@blerina_pepa po,0,2,3
8793,@eda_sa_ko fajin e ka saliu akoma 😂😂,0,2,3
8794,@ejlafrroku udheto me kujdes thot joq. Haha,0,2,3
8795,@edlira_22_27_10 😂😂😂😂,0,2,3
8796,@gelaa_123 😂😂😂😂 mos i ka ngja edhe nenes 😂😂😥,0,2,3
8797,@flor.skema o Skemaaaa,0,2,3
8798,"@_lovee_story1 OK, dil jasht tsh",0,2,3
8799,@pranverkrasniqi03 😂,0,2,3
8800,@tony._h nje jete kemi 😶,0,2,3
8801,@armandobregova 😂😂😂,0,2,3
8802,@marinela_elbsan  hahaha 😂,0,2,3
8803,"@nicktani 😂😂😂😂pz llafe me ven,tu u qa ngelem 😂😂😂😂",0,2,3
8804,@__klodjana__ perse cfar esht si pas teje,0,2,3
8805,@ernildo_sala hahaha  ky osht nastradin m mashtrus me dipllome ->@erionveliaj,1,0,0
8806,@albelezi_ hahahah😂😂,0,2,3
8807,@a_d_r_i_a_n_a_15 👏👏👏,0,2,3
8808,@er_vercani po e rosh i bona,0,2,3
8809,@danjelmarku nuk kuptojn kta qe sherre ndodhin ne cdo vend te botes,0,2,3
8810,@doripuci un them.se nuk.eshte e vertet .,0,2,3
8811,"@doruntina_dema Jo Po kujtojn se ktu zgjidhen te gjitha gjerat , mjafton nje postim",0,2,3
8812,@tan._.hoxha retro 😂😂💪😂,0,2,3
8813,@genclisaj 😂😂😂😂,0,2,3
8814,@dayana.pyria po pra po ....ne na duhen njerez si ti qe te perparojm si shtet 😂😂😂😂😫,0,2,3
8815,@sibora_xhh dardhe qeflije,0,2,3
8816,@annxhelina pjeshk moj 😂😂,0,2,3
8817,@genclisaj ec pra,0,2,3
8818,@fabiola_fabi_fab i menje kena ata gjyshrit tan pishin uj pusi gjith jeten si ka gjet gjo😂,0,2,3
8819,@festi_gashi mos ja trego formulen ee 😂😂😂😂,0,2,3
8820,@adia__89 ato nuk i kap  dhe magnistari me i madh ne bot te vij  tja bej 😋,0,2,3
8821,@vespa.team 🤣,0,2,3
8822,"@xhovanakodra  leje ai qe i shkr  Po ki gomari qe ja publikon,  nuk jan te verteta more njerz",1,0,0
8823,@suedalona 👏👏,0,2,3
8824,@and_b92 I pahe pas prek femnat ntela me kyt koment 😄😄,0,2,3
8825,@nike.1988 do behesha un po mua sme paguan njeri ai paguhet🤣🤣🤦‍♀️,0,2,3
8826,@melimeli5772  ate them.dhe un,0,2,3
8827,"@dayana.pyria ti po e ben loje,po ku e din ti ca ka mielli i importuar,pastaj plus furrat qe e pjekin",0,2,3
8828,@naile_tahiri pikat i ka vën! Dy presje ka harru🤷‍♂️,0,2,3
8829,@iamardiiiiii njeres te pa moralshem 😋 dhe te korruptuar se harrova,1,0,2
8830,@erion.allushi.3 😂😂😂😂😂lot,0,2,3
8831,@zetarey_official Per cfar vendesh te tjera e ke fjalen? Po kraheson popullsin e Parisit me te Tiranes? Apo per metrote qe jane cdo 3 -4 minuta ne France apo Gjermani?,0,2,3
8832,@gresilda_gresa pse qan,0,2,3
8833,@eva.qirici kur vijn ne Shqiperi thua punojn ne zyr jasht.,0,2,3
8834,@desiahmeti Monika .,0,2,3
8835,@shegjer_visha  a je te ardh per amerik o gjel,0,2,3
8836,@ilira_fejzaj pa provo te ndertosh nje kasolle qeni ose te mos paguash faturen e dritave per 2 muaj ose te ecesh me 10km me shum se norma e kaluar do shofesh sa burg do hash se per ate gje kemi shtet neve mbyte te mbyturin .. sepse kush esht mbeshtetes i rilindjes edhe te vrasi ska gje sepse e beri per te miren e partis😒,0,2,3
8837,@deni.berisha 😂😂😂😂,0,2,3
8838,@jaseminaferko_ 🤣🤣🤣🤣🤣,0,2,3
8839,@xeni_01 😂😂😂,0,2,3
8840,"@___mel__i epo me vjen mire qe qenke informuar.. atehere dhe detyren per te denoncuar e kane qytetaret, jo fshataret..
kshu quhet jashte kjo, te denoncosh vjedhjet e qeverise quhet detyre qytetare.. por fshataret se kuptojne kete..",1,0,1
8841,"@bledcili hallall djali,llaf me vend,kane dhe Liken nga ato ane",0,2,3
8842,@pg____00 hahaha,0,2,3
8843,@luiskapaj Nutella lexon tek të dyja po ktu kanë vendosur shigjeten tek Chokallata pluhur 😂😂,0,2,3
8844,@xhetan_ndreu 😂😂😂😂😂😂😂😂😂😂erdhaa,0,2,3
8845,@and1lila un kam bo vidion 😂,0,2,3
8846,@dajana_hoxhaj.dv_18 🙈🙈😂😂,0,2,3
8847,@gega1__ dashurit😍😍,0,2,3
8848,@ajna_ajna_95 qente e kane  rradhen tani se vica ska me,0,2,3
8849,@isli_karajj a pret qe ta lexoj gjith kte aa 🤦‍♂️,0,2,3
8850,@shefqet_fejzo amin 😂😂😂,0,2,3
8851,@migena_elezi ca thu mi ca thu ja ka qen plagos nai rob sa mendime tshpifme keni,0,2,3
8852,@jetnor_gjini_ jojo un vetem punsoj 😅😅😅😅😅,0,2,3
8853,@eduart_kastratii14 sa mir i ke than 💪,0,2,3
8854,@_gertilica_ qr do u plasin vajrat e sufllaqes 😂,1,1,3
8855,@etioreld haha un se di se nga do hyje ai djali per me ik,0,2,3
8856,@erjona72 hahah 👌,0,2,3
8857,@__ni.n as un sthen dot gje 😝,0,2,3
8858,@le._a__123_ 😂😂😂😂😂,0,2,3
8859,@troivgin 😂,0,2,3
8860,@anduelgjinaj ahahahhahahahahahahahhahahahahhaahhahahahahahahahhahahhahahahhahahahahha,0,2,3
8861,@_feticahani a do bohni nai her shqiperi qe te fls pa hironi apo jo. Atji tjri po sjaron taman se ka shum njerz qe ju ka ndodh kesht,0,2,3
8862,@livja_sokoli Aman vec ti mos u merzit😭,0,2,3
8863,@gersi_bregasi 😂😂😂,0,2,3
8864,@_mema_enxhi 🤣🤣🤣,0,2,3
8865,@mariobodini1 🤣🤣🤣🤣🤣,0,2,3
8866,@meralgruda 😂,0,2,3
8867,@ner.meminaj,0,2,3
8868,@franclami rrofsh vlla ✌️,0,2,3
8869,@aurora_durres 🥂🕺🕺💃💃,0,2,3
8870,@saimiri__ 😂😂😂🤦‍♂️,0,2,3
8871,@onedaprendi Ky do kthehet shpejt se sdo ja pranojne azilin 😂,0,2,3
8872,@orgessdd o loootttt 😂😂😂😂 cjeni ju lacjanet er 😂😂😂😂,0,2,3
8873,@ermelinda_prifti 🤣🤣🤣🤣🤣 hajde provoi se 1 do hash per gjith diten 😂🤣🤣🤣,0,2,3
8874,@t_.ani_ 🤔 mduket se po,0,2,3
8875,@ekosistemedashnie jo vetem mbreme ...,0,2,3
8876,@roskan_alla__ 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,2,3
8877,@baby.love.baby2 ky qe ka shit lopen ka faj duhet te hy ne burg plus ai qe e ka ble😏,0,2,3
8878,"@marjanoprifti Ne Kemi 100 Vjet Shtet Me Emer, Se N'Realitet Shtet Skemi Pasur As 1 Dit o Figur,  Fshije Komentin Shpejt se Qenke Dhe I Madh, Turp Ta Thuash Kemi 100 Vjet Shtet,  Ne Shtet Skemi Pasur As 1 Dit Jo 100 Vjet",0,2,3
8879,@dalil.billy 😂😂😂😂,0,2,3
8880,@v.1987.ina 🤮🤮🤮🤮,0,2,3
8881,@fabiola_fabi_fab 🤪🤣🤣,0,2,3
8882,@_iamgreta_ ok bjerm adresen se vi ta rregulloj un 😉😅,0,2,3
8883,@kokaeriol jan shtu shum ee 😂😂,0,2,3
8884,@faby_fabyana1 keq moj xhane keq shum ta mbeshtes 😁,0,2,3
8885,@aldo__dulaj ate thuaj,0,2,3
8886,@brikiballiu mos Paragjykoni Prindrit per Qdo gje sepse Prindrit se din qa Po ban femija ne shkolle Po meson apo jo ku e di prindri se Femija i ka lan oren e mesimit e po pi cigare🤦‍♂️,0,2,3
8887,@____bleona_rico udhto me kujdes thot joq. Haha,0,2,3
8888,@_iamgreta_ bukuroshe,0,2,3
8889,@elian_tota 😂😂,0,2,3
8890,@cavalieribarcelon flm eshte dicka reale ne kete rast e pastaij pse populli semuret pse dalin semundje te ndryshem nga keto ndodhin,0,2,3
8891,"@edrahoxha vllau eka hallin e njejt sikur te vellait pa marrparasysh gjendjen qe ka te veten, nese e kupton mire ✌🏼",0,2,3
8892,@burbuqerexhmati  ha grosh me mir,0,2,3
8893,@mezini___  do ti bej dhurat tye per festa 😂,0,2,3
8894,"@sidorela__marku sot i ka ra ndermend per JOQ edhe e ka derguar, tani deri sa ti mbaroje te gjitha salcicet lexon komentet 😂",0,2,3
8895,@delisia_albania shqiptarët jan nona,0,2,3
8896,@ari_xhafaj hhahahahaha,0,2,3
8897,@kidddd94 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 lot,0,2,3
8898,@erisa_qose 😲😲😲,0,2,3
8899,@serenabeqiraj6007 pse ti u ngrite e ste mbeshteten?,0,2,3
8900,@njoftimeperpune ore ti shefqet  ca shkruan aty kot,0,2,3
8901,@njoftimeperpune na DUHET nje hidraullik PER kete rast🤣🤣🤣🤣,0,2,3
8902,@fabiol_cezma leket jan te parat,0,2,3
8903,@suela_ruci pooo,0,2,3
8904,@dayana.pyria per cilin mik e ke fjalen 😛🤦‍♂️?,0,2,3
8905,mosha qe fmija mer me kuptu ktu i msonn barin  aq prinder te zgjut,1,0,2
8906,"@linditajorgji jo ai thote qe per vete hane bagetite e mira,te ngordhurat ja shet torancit",0,2,3
8907,@ekluida_ 😉😉😉,0,2,3
8908,@ilda_pervjela oooo😲 qa do me thon ?,0,2,3
8909,@maks_haxhi Eke ti ngjak se un skm gjo👌🇦🇱,0,2,3
8910,@h_skenderi as nuk e vej ne dyshim qe je ti 😂😂😂,0,2,3
8911,@geni.geni1_tiran 😡😡😡😡😡😡😡😡😡😡😡😡,0,2,3
8912,"@vanesa.sina Vini Re. Znj.  Vanessa  mos u mrezit. Keshtu e ka katundarin .Edhe Magjypi dogji jorganin kur fillojee pranvera, ama né dimer fjeti me thiun....... Falemindrit.",0,2,3
8913,@nard_kola__ 😂😂😂😂😂😂😂,0,2,3
8914,@6871.mar paske ndrru menje 🤪😂,0,2,3
8915,@fadili764 😂Kosova ne krahasim me Shqiperine eshte Zvicer. E keqja e shqipetarit eshte shqipetari,0,2,3
8916,@cekupaulin blej un🤣🤣🤣dit per dit blej 😂🤣🤣😂😂😂,0,2,3
8917,@dead.g0d iluminati 😱,0,2,3
8918,@marjan.gjoka ndoshta mund te ket qen e jotja nk i dihet(nk e perjashtoj kte alternative),0,2,3
8919,@_its_leonard_33 ulu 10,0,2,3
8920,@isniqi1984 po ben hajgare Niqi po haj 🤣🤣,0,2,3
8921,@ibrahim.dedja i di ti rreziqet qe te vijne nga nje lope e ngordhur????? Sigurisht si di,0,2,3
8922,@joni7joni 😂😂😂😂😂,0,2,3
8923,@luleivani  ata sju japin femijeve tyre pa marak e din se cfar ka brenda😭,0,2,3
8924,@ernet1390 😂😂😂,0,2,3
8925,"@serxho_spahiu Po ju qe jeni ""n'harte"" mese 100 vjet?",0,2,3
8926,"@marin_jorgji7 sa keq mvika per ty pz , po mos t ishte magji ca esht ajo ne foto pra ? 
Fundja ske faj ti je ne 2020 para kohe dhe pa e provu vet e ke t veshtir t besosh",1,0,0
8927,@emirjana_bufja.ote ku te doje,0,2,3
8928,@ida.cela e ke ndier ndryshimin e shijes? 😝,0,2,3
8929,@angela_mjalti po ti cpate m goc te eksitojn thikat😂😂😂😂😂😂,0,2,3
8930,@mc.calliku ky do i dajak,0,2,3
8931,@romario.kasapi @netiimarra ju e dini qe vjen nga fjala latinisht miraculos qe dmth mbrekulli😂,0,2,3
8932,@aurel_aureli kalojn kta ma shum se ne dy npedonale😂😜,0,2,3
8933,"@kel.shehu , hahahaha",0,2,3
8934,@kolariges sapo doja ta shkruaja Sa e pashe. Na marrshin te keqen neve gjirokastriteve,0,2,3
8935,@hoxhaaila te ishte populli mir ktu sdo e fotografonte e ta publikonte po e pastronte vet po ktu meren tgjith me punt e tjerve,0,2,3
8936,@jetmir_nezaj01 hahahaha,0,2,3
8937,@vera.h88 👍👍👍👍👍👍👍👍👍👍👍,0,2,3
8938,@_vinhajdaraj_26 jo aspakt ne shqiperi🇦🇱,0,2,3
8939,@e.muzhaqi hahaha nuk ja ka bler i dashuri por me pun duke punar😂,0,2,3
8940,@__kaltrina_inna jo te gjith i mesojne,0,2,3
8941,@ancelot_lama 😂😂 sa do i thoja do i hash siq ke ber cdo dit,0,2,3
8942,"@ixh.c O ti i zgjuar kush pyeti ne jan manual apo jo!? Rendesi ka  qe paguhen nga taksat tona.
Sa bukur ju ikin dritat juve dhe as nuk ndiheni!!
Ky pra eshte shteti i leshit qe dhe gjera minimale nuk i ben dot se eshte i paafte. Pastaj mire e tha nje me lart qe per ato drita kan hy njerez ne burg.",1,0,1
8943,@hazbiefejzi hahahahahao,0,2,3
8944,@rig3rss__feruku 😂😂😂,0,2,3
8945,@shkelqimi.nikolli 😂😂😂😂😂😂😂😂,0,2,3
8946,@klisar_koka @ridjan_sada ka naj gjo cuna? Kush I ka ra nqaf ridit 😂😂,0,2,3
8947,@ilir_x17 hahahahha,0,2,3
8948,@frenci.h 😂😂😂,0,2,3
8949,@swordfisharkangel o daku me kafe jan msu ata te shqiperis se ne kemi punu dhe do punojm nuk osht turp te punosh osht turp mos te kerkosh te drejten tate,0,2,3
8950,@ste_la07 sepse do jet nje prej atyre qe mbush vendin me plehra e pastaj ben foto si i pafajshem. Haha,0,2,3
8951,@reina_zaimi hahahaha 😂😂😂,0,2,3
8952,"@leda_enejda pse jashte jeton e ?!!??ke sa te duash dhe ne itali,po leni kto perralla.",0,2,3
8953,@i_am_grejs ke naj ven pune ti per prinderit e atij ?,0,2,3
8954,@megli_ 🔥,0,2,3
8955,@luis_jubani_89 po cke ti re me kancerin?,0,2,3
8956,@altin_shpataa  mos ma shaj shkollen 😂😂,0,2,3
8957,@giannhs_gjt jo po mango,0,2,3
8958,@jaseminaferko_  kafsh me 2500-sh... haha,1,0,0
8959,@oni.zurich 😄😄😄,0,2,3
8960,@shqipekorabi hahaha,0,2,3
8961,"@erando.eri92 veriu ka mishin jugu fabrikat, shqiptart han sallamin 🤣🤣",0,2,3
8962,"@mesitivalbona jo moj ata sjane budallenj qe t'i hane vet,kane tironcit",0,2,3
8963,@_admir_hoxha hahahah e bojn xhamin multifunksionale po skupto gjo ti,0,2,3
8964,@blerta_roberta te dy bashk 🤷‍♂️,0,2,3
8965,@valterpreka si sna ka ndoll ne asiher mor burr😂,0,2,3
8966,@jona.c1 A thu aaaa....😮😮,0,2,3
8967,@faby_fabyana1 😜👍,0,2,3
8968,@xhenimojsiu 😂😂😂,0,2,3
8969,@eri__berat po njeri prej tyre je edhe ti 😂😂😂,0,2,3
8970,@albanmarku76 me gjith orët shtesë shkojn diku të 15 ose 16 orë përsëri rroga është e njëjte bukë me fasule ose makarona kemi për darkë 😭😂,0,2,3
8971,@xhentilkamami,0,2,3
8972,@dionis_ris un them ta kthejm ne qender punsimi nga inteli. Meqense ka alamet salle 😂,0,2,3
8973,@ajsheristeski faleminderit 🙏,0,2,3
8974,@arsa_ema patate e zime,0,2,3
8975,@sonil_a ❤️,0,2,3
8976,"@ad_macoku syt e tu qe t t dalin , se po t kishin nje pension te arsyeshem di t mundnin  te plotesonin kushtet  minimale  t jeteses",1,0,0
8977,@chiar932 se ske lek ti sdmth q osht shtrenjt ajo,0,2,3
8978,Po Robi sduhet te punoj qe ta kuptoj.....sepse 2+2=4 do bejn gjithmon e sdo e ndryshojm ne....nga rregjimi ne rregjim sna ben pershtypje prandaj nag se esht regjur lekura rrim si pula.,0,2,3
8979,@djali.mist3rioz Rama mos ik😅,0,2,3
8980,@suedalona ne qe ndahemi ne 4OOOOO copa,0,2,3
8981,@xhuljo_69 😂😂😂,0,2,3
8982,@nikogjinii jo kot e pash une skam nevoj se une keton ne londer por esht gjynaf,0,2,3
8983,@albaaaraa edhe plaka jote❤️,1,0,0
8984,@xh.anita 3 mije lek te vjetra kg kushton..bleje se nuk e hedh ne kosh🤔,0,2,3
8985,@niko_vuksani Hahahha Kena ba praktik nshkoll ton😂,0,2,3
8986,@marinela_elbsan 😂,0,2,3
8987,"@aaaexh Po ti pse nuk sheh punen tende , po merresh me mua .",0,2,3
8988,@alexmeca1 e hengri tjetri haha,0,2,3
8989,@signorinalolita jo m po ndoshta i ka pas honger shum melci ajo dhe ja kan cu,0,2,3
8990,@_dhimitraqpuriqi aman ikim hahm noi pace bashk?,0,2,3
8991,@karajgeni mire e ke ti bos ne 2019 ne kerkojm kandilat...,0,2,3
8992,@maringlen.lamcja 🤣🤣🤣🤣 komenti me i bukur bravo  ska me bukur kur thot per mir,0,2,3
8993,@angela.hizmo 👌👌,0,2,3
8994,@jeton.peka eee mor fmi i keq,0,2,3
8995,@__ade.st 😂😂😂😂😂😂😜,0,2,3
8996,@amarilda.cami kerkon ty me e ndimu,0,2,3
8997,@ermelinda_mango5 ke veshtir eeee mos konsumo me moj zonje qyteti 😁,1,0,0
8998,@lilistenaj hahhhahah sa kile don,0,2,3
8999,@emirjana_bufja.ote po normal,0,2,3
9000,@mirens_cami fiks,0,2,3
9001,@kristivogel1 hahaahahahahha,0,2,3
9002,@vilson_pergjegji 😂😂😂😂 ka mundesi,0,2,3
9003,@____bleona_rico mos e hengert vitin e ri😂,1,0,0
9004,@undergroundalbania1 🤣🤣🤣🤣🤣,0,2,3
9005,@_iamgreta_ po sikur mos e ket 😕,0,2,3
9006,@gimilleshi ahahahhaahahhaah,0,2,3
9007,@ben_kalo e jo ac.,0,2,3
9008,@albertoxhafa 😂😂😂🙏🏼🙏🏼,0,2,3
9009,@ana_laska avash arif me shtruar mere ca pate 😂😂😂😂🔥🔥🔥,0,2,3
9010,@reida_kokdhima bravo,0,2,3
9011,@albertgazulli ja kena dit vleren jets na o kek,0,2,3
9012,@besmira.sharka111 😂😂😂🙏,0,2,3
9013,@la.ke183 ne vlla jemi shum t cuditshem nisemi per protest..vec kur na therret shoku. .n tel ..thot po t pres ke kafja..dhe themi h se dal her tjeter per proteste,0,2,3
9014,@dorina_mehmetii  ather i bie t jet pederast ahahahhahahahahahhahahshahahhahaha,1,0,1
9015,@edgar_rinaldi 😂😂😂😂😂,0,2,3
9016,@a_rogozi allahu po kerkon shpretke😂😂😂,0,2,3
9017,@klinton_ton1 qa ke me teten 😂😂😂😂 po leje tpublikoj targat,0,2,3
9018,@almandreu_23 un prb e kam dhe 5 lekshin dhe prp pi shampanj te cinco ...clidhje ka ?,0,2,3
9019,@monika.bushi ???,0,2,3
9020,@emirjana_bufja.ote haha ketu ke fol drejt Jan pak pertac .. gjithsesi njerz Jan dhe ta mbi te gjitha...😉,0,2,3
9021,@ndoj_f.1991 e rendesishmja edhe si zotrote kur te rritet qmimi i sufllaqes me 20 leke ankohesh dhe ngre zerin se po na vjedhin.,0,2,3
9022,@ilda_pervjela 😂😂shkodra esht kampjon per uje,0,2,3
9023,@emanuel_malocaj gjithashtu 😊,0,2,3
9024,@eduibraj 😂😂😂😂,0,2,3
9025,@lauraa_xh  ky duket si i marr moj. Haha,1,0,0
9026,@gazullor mju trego pak mju trego😂,0,2,3
9027,@sidorela_merolli  me trapan ne dor dhe t besh der nga siper. Haha,0,2,3
9028,@3rjola,0,2,3
9029,@_innaonni_  Sa keperata kemi ne administrate ne prandaj nuk me ben pershtypje rasti i ketij 😂😂😂,0,2,3
9030,@ida_shahaj 😂😂,0,2,3
9031,@manel_aus hahahahahahahahaha,0,2,3
9032,@njoftimeperpune do ti pun se po krk puntor e spo gjej dreqi ta haj po punojm vet si dreqi😒,0,2,3
9033,@rita_krati salçiçe të prera po mduken,0,2,3
9034,@difpulse Amin🙏🏼😂😂😂,0,2,3
9035,"@dijona1 nuk po bej politike e dashur, e di shume mire si funksionojne gjerat ne Shqiperine tone te dashur. Kameramani shume mire mund te nxjerre surratin e vet dhe te bertase me te madhe :”Rama, Lali etj Ik” nuk ka pse meret me ata femije te shkrete.",0,2,3
9036,@ilda_pervjela 🤣🤣 ka ra nhall dhe shteti sdin kur me punu gjum nla,0,2,3
9037,patate per pure!!!,0,2,3
9038,@suedalona mekjeeeee 😂😂😂😂,0,2,3
9039,@c666za 🤣🤣🤣🤣🤣🤣,0,2,3
9040,@arber_iseberi a e be ne dyshim a,0,2,3
9041,@b.comi96 hahahahahaha 👍,0,2,3
